renewal_id,contract_id,account_id,original_end_date,renewal_notice_required_days,notice_sent_date,outcome,new_term_start,new_term_end
REN-600588,CON-071011,ACC-10420,2026-12-25,30,2026-11-18,pending,,
REN-600589,CON-071015,ACC-10421,2024-09-25,30,2024-08-24,renewed_negotiated,2024-09-26,2025-09-25
REN-600590,CON-071016,ACC-10421,2026-09-28,120,2026-05-16,pending,,
REN-600591,CON-071017,ACC-10422,2025-05-28,90,2025-01-29,auto_renewed,2025-05-29,2027-05-28
REN-600592,CON-071018,ACC-10422,2027-03-03,90,2026-11-04,pending,,
REN-600593,CON-071020,ACC-10423,2026-02-03,120,2026-01-28,auto_renewed,2026-02-04,2029-02-02
REN-600594,CON-071021,ACC-10423,2025-06-26,90,2025-03-03,renewed_negotiated,2025-06-27,2026-06-26
REN-600595,CON-071024,ACC-10424,2026-03-24,90,2025-11-24,auto_renewed,2026-03-25,2027-03-24
REN-600596,CON-071026,ACC-10426,2026-12-03,30,2026-10-13,pending,,
REN-600597,CON-071027,ACC-10427,2025-03-15,90,2024-12-06,renewed_negotiated,2025-03-16,2028-03-14
REN-600598,CON-071028,ACC-10427,2026-06-09,60,2026-03-18,pending,,
REN-600599,CON-071032,ACC-10429,2026-10-21,90,2026-07-05,pending,,
REN-600600,CON-071034,ACC-10430,2027-01-10,30,2026-11-13,pending,,
REN-600601,CON-071039,ACC-10433,2025-11-28,90,2025-08-03,pending,,
REN-600602,CON-071041,ACC-10434,2025-06-24,120,2025-02-18,expired_no_action,,
REN-600603,CON-071042,ACC-10435,2026-04-21,60,2026-02-07,renewed_negotiated,2026-04-22,2027-04-21
REN-600604,CON-071043,ACC-10435,2026-04-27,60,2026-02-26,renewed_negotiated,2026-04-28,2028-04-26
REN-600605,CON-071044,ACC-10435,2026-06-19,30,2026-04-25,pending,,
REN-600606,CON-071045,ACC-10436,2025-06-28,90,2025-03-28,pending,,
REN-600607,CON-071046,ACC-10436,2024-06-08,30,2024-04-27,pending,,
REN-600608,CON-071047,ACC-10437,2024-09-10,30,2024-08-09,pending,,
REN-600609,CON-071048,ACC-10437,2026-02-17,30,2026-01-05,renewed_negotiated,2026-02-18,2029-02-16
REN-600610,CON-071049,ACC-10437,2025-12-28,120,2025-08-08,renewed_negotiated,2025-12-29,2028-12-27
REN-600611,CON-071051,ACC-10438,2025-08-05,90,2025-04-21,renewed_negotiated,2025-08-06,2026-08-05
REN-600612,CON-071052,ACC-10439,2026-01-09,60,2025-10-26,cancelled_by_customer,,
REN-600613,CON-071053,ACC-10439,2025-03-28,120,2024-10-29,pending,,
REN-600614,CON-071054,ACC-10439,2027-03-16,30,2027-01-22,pending,,
REN-600615,CON-071057,ACC-10440,2024-12-28,90,2024-09-04,pending,,
REN-600616,CON-071059,ACC-10441,2025-11-11,30,2025-09-16,pending,,
REN-600617,CON-071061,ACC-10442,2024-10-26,60,2024-08-05,auto_renewed,2024-10-27,2026-10-26
REN-600618,CON-071062,ACC-10442,2025-10-19,90,2025-07-09,renewed_negotiated,2025-10-20,2026-10-19
REN-600619,CON-071063,ACC-10443,2025-11-28,60,2025-09-22,auto_renewed,2025-11-29,2028-11-27
REN-600620,CON-071064,ACC-10443,2025-06-20,90,2025-02-27,auto_renewed,2025-06-21,2028-06-19
REN-600621,CON-071065,ACC-10444,2026-11-19,60,2026-09-20,pending,,
REN-600622,CON-071066,ACC-10444,2027-01-26,90,2026-09-29,pending,,
REN-600623,CON-071067,ACC-10445,2025-09-15,90,2025-06-02,renewed_negotiated,2025-09-16,2027-09-15
REN-600624,CON-071069,ACC-10446,2027-04-04,30,2027-02-27,pending,,
REN-600625,CON-071070,ACC-10446,2024-10-03,60,2024-07-21,auto_renewed,2024-10-04,2026-10-03
REN-600626,CON-071071,ACC-10447,2024-08-16,30,2024-07-12,pending,,
REN-600627,CON-071072,ACC-10447,2026-09-08,90,2026-06-06,pending,,
REN-600628,CON-071073,ACC-10448,2024-12-23,30,2024-10-28,pending,,
REN-600629,CON-071077,ACC-10449,2026-10-12,90,2026-06-16,pending,,
REN-600630,CON-071079,ACC-10450,2025-01-23,30,2024-12-03,auto_renewed,2025-01-24,2028-01-23
REN-600631,CON-071080,ACC-10450,2025-09-07,60,2025-06-29,auto_renewed,2025-09-08,2028-09-06
REN-600632,CON-071081,ACC-10451,2026-05-13,30,2026-03-29,renewed_negotiated,2026-05-14,2027-05-13
REN-600633,CON-071082,ACC-10451,2025-06-23,60,2025-04-13,pending,,
REN-600634,CON-071084,ACC-10452,2024-08-05,90,2024-04-20,auto_renewed,2024-08-06,2026-08-05
REN-600635,CON-071085,ACC-10452,2024-08-05,60,2024-05-29,auto_renewed,2024-08-06,2026-08-05
REN-600636,CON-071086,ACC-10453,2025-11-18,90,2025-08-04,cancelled_by_customer,,
REN-600637,CON-071090,ACC-10454,2025-10-18,90,2025-07-13,renewed_negotiated,2025-10-19,2028-10-17
REN-600638,CON-071092,ACC-10456,2025-05-24,30,2025-04-12,renewed_negotiated,2025-05-25,2026-05-24
REN-600639,CON-071093,ACC-10457,2026-04-28,60,2026-02-21,auto_renewed,2026-04-29,2027-04-28
REN-600640,CON-071094,ACC-10458,2026-06-12,60,2026-03-25,pending,,
REN-600641,CON-071095,ACC-10458,2026-04-19,90,2026-01-16,auto_renewed,2026-04-20,2029-04-18
REN-600642,CON-071096,ACC-10458,2024-08-07,90,2024-04-25,auto_renewed,2024-08-08,2026-08-07
REN-600643,CON-071097,ACC-10459,2026-09-03,90,2026-05-10,pending,,
REN-600644,CON-071099,ACC-10459,2024-09-28,60,2024-07-29,auto_renewed,2024-09-29,2025-09-28
REN-600645,CON-071102,ACC-10461,2026-07-08,60,2026-05-06,pending,,
REN-600646,CON-071103,ACC-10461,2024-07-07,30,2024-05-12,pending,,
REN-600647,CON-071104,ACC-10462,2027-04-02,30,2027-02-25,pending,,
REN-600648,CON-071105,ACC-10462,2024-11-13,30,2024-09-19,renewed_negotiated,2024-11-14,2026-11-13
REN-600649,CON-071109,ACC-10463,2026-09-27,90,2026-06-13,pending,,
REN-600650,CON-071110,ACC-10464,2024-05-28,90,2024-02-09,auto_renewed,2024-05-29,2025-05-28
REN-600651,CON-071113,ACC-10465,2025-06-03,30,2025-04-17,cancelled_by_customer,,
REN-600652,CON-071114,ACC-10465,2024-05-22,60,2024-03-06,cancelled_by_customer,,
REN-600653,CON-071116,ACC-10466,2024-07-26,30,2024-06-23,auto_renewed,2024-07-27,2026-07-26
REN-600654,CON-071117,ACC-10466,2025-03-21,90,2024-12-21,pending,,
REN-600655,CON-071120,ACC-10467,2025-06-21,60,2025-04-18,auto_renewed,2025-06-22,2026-06-21
REN-600656,CON-071121,ACC-10467,2026-08-07,90,2026-04-21,pending,,
REN-600657,CON-071122,ACC-10467,2026-08-13,60,2026-06-04,pending,,
REN-600658,CON-071123,ACC-10468,2025-04-04,60,2025-01-08,pending,,
REN-600659,CON-071124,ACC-10468,2026-06-02,30,2026-04-19,pending,,
REN-600660,CON-071125,ACC-10469,2026-10-17,60,2026-08-01,pending,,
REN-600661,CON-071132,ACC-10472,2024-07-14,90,2024-03-30,cancelled_by_customer,,
REN-600662,CON-071137,ACC-10475,2025-03-16,90,2024-12-12,renewed_negotiated,2025-03-17,2027-03-16
REN-600663,CON-071138,ACC-10475,2025-03-17,30,2025-02-10,renewed_negotiated,2025-03-18,2027-03-17
REN-600664,CON-071140,ACC-10475,2024-06-16,60,2024-03-27,pending,,
REN-600665,CON-071141,ACC-10476,2026-11-13,60,2026-09-08,pending,,
REN-600666,CON-071142,ACC-10476,2024-06-06,60,2024-03-09,pending,,
REN-600667,CON-071143,ACC-10476,2024-07-24,30,2024-06-17,cancelled_by_customer,,
REN-600668,CON-071144,ACC-10476,2025-08-13,60,2025-05-24,auto_renewed,2025-08-14,2026-08-13
REN-600669,CON-071145,ACC-10477,2025-05-02,90,2025-01-05,cancelled_by_customer,,
REN-600670,CON-071146,ACC-10477,2024-08-09,90,2024-04-14,renewed_negotiated,2024-08-10,2025-08-09
REN-600671,CON-071147,ACC-10478,2027-03-10,30,2027-01-12,pending,,
REN-600672,CON-071149,ACC-10478,2024-08-18,90,2024-04-21,cancelled_by_customer,,
REN-600673,CON-071151,ACC-10480,2024-08-28,60,2024-06-19,auto_renewed,2024-08-29,2026-08-28
REN-600674,CON-071153,ACC-10480,2024-10-28,30,2024-09-12,auto_renewed,2024-10-29,2026-10-28
REN-600675,CON-071154,ACC-10480,2025-10-12,60,2025-07-31,renewed_negotiated,2025-10-13,2028-10-11
REN-600676,CON-071158,ACC-10482,2026-05-27,60,2026-03-24,pending,,
REN-600677,CON-071159,ACC-10483,2026-02-26,60,2026-02-25,auto_renewed,2026-02-27,2027-02-26
REN-600678,CON-071162,ACC-10484,2026-02-12,90,2025-11-06,renewed_negotiated,2026-02-13,2029-02-11
REN-600679,CON-071163,ACC-10484,2025-04-14,30,2025-02-16,pending,,
REN-600680,CON-071166,ACC-10486,2025-01-20,90,2024-10-18,renewed_negotiated,2025-01-21,2028-01-20
REN-600681,CON-071168,ACC-10487,2027-02-24,90,2026-11-05,pending,,
REN-600682,CON-071169,ACC-10488,2025-12-01,60,2025-09-28,renewed_negotiated,2025-12-02,2027-12-01
REN-600683,CON-071170,ACC-10488,2026-04-16,60,2026-02-08,cancelled_by_customer,,
REN-600684,CON-071171,ACC-10488,2026-07-28,90,2026-04-03,pending,,
REN-600685,CON-071172,ACC-10489,2026-08-16,90,2026-05-09,pending,,
REN-600686,CON-071173,ACC-10489,2025-12-23,90,2025-08-26,renewed_negotiated,2025-12-24,2028-12-22
REN-600687,CON-071175,ACC-10490,2025-08-09,90,2025-04-17,renewed_negotiated,2025-08-10,2028-08-08
REN-600688,CON-071176,ACC-10491,2025-06-23,60,2025-04-20,pending,,
REN-600689,CON-071177,ACC-10491,2026-10-18,60,2026-08-15,pending,,
REN-600690,CON-071183,ACC-10494,2024-12-19,90,2024-12-12,auto_renewed,2024-12-20,2025-12-19
REN-600691,CON-071185,ACC-10495,2026-04-14,30,2026-03-06,auto_renewed,2026-04-15,2028-04-13
REN-600692,CON-071187,ACC-10496,2025-12-22,30,2025-12-12,auto_renewed,2025-12-23,2026-12-22
REN-600693,CON-071188,ACC-10496,2026-06-14,30,2026-05-15,pending,,
REN-600694,CON-071189,ACC-10497,2026-04-21,60,2026-02-17,auto_renewed,2026-04-22,2029-04-20
REN-600695,CON-071192,ACC-10498,2026-01-23,60,2025-11-16,pending,,
REN-600696,CON-071195,ACC-10499,2025-12-08,60,2025-09-19,renewed_negotiated,2025-12-09,2026-12-08
REN-600697,CON-071197,ACC-10500,2025-08-02,30,2025-06-25,auto_renewed,2025-08-03,2028-08-01
