contract_id,account_id,msa_ref,start_date,end_date,term_years,total_value_usd,currency,payment_terms_days,status,auto_renew,renewal_notice_days,sold_via_partner
CON-070483,ACC-10189,MSA-10189-4,2024-07-23,2027-07-23,3,2907884.73,USD,30,active,False,60,False
CON-070484,ACC-10190,MSA-10190-1,2024-07-09,2029-07-09,5,8566876.59,USD,30,active,False,90,True
CON-070485,ACC-10190,MSA-10190-2,2022-01-31,2025-01-28,3,424658.3,USD,30,expired,True,60,True
CON-070486,ACC-10190,MSA-10190-1,2023-04-27,2024-04-27,1,1264152.38,USD,90,expired,True,30,False
CON-070487,ACC-10190,MSA-10190-7,2024-04-07,2027-04-07,3,1624896.64,USD,60,active,True,30,False
CON-070488,ACC-10191,MSA-10191-7,2025-08-18,2026-08-18,1,2627951.12,GBP,45,active,True,60,False
CON-070489,ACC-10191,MSA-10191-9,2025-05-27,2028-05-27,3,2256756.15,GBP,30,active,False,60,False
CON-070490,ACC-10192,MSA-10192-8,2023-09-12,2026-09-12,3,2811729.94,USD,30,active,True,90,False
CON-070491,ACC-10192,MSA-10192-3,2022-07-04,2024-07-04,2,6243719.57,USD,30,expired,False,60,False
CON-070492,ACC-10193,MSA-10193-9,2022-01-01,2024-01-01,2,3896307.02,USD,60,expired,False,90,False
CON-070493,ACC-10193,MSA-10193-2,2024-02-04,2025-02-04,1,768017.25,USD,45,expired,False,60,False
CON-070494,ACC-10193,MSA-10193-1,2025-09-07,2026-09-07,1,290268.05,USD,45,active,True,60,False
CON-070495,ACC-10194,MSA-10194-1,2025-12-05,2027-12-05,2,1227606.02,USD,30,active,True,90,False
CON-070496,ACC-10194,MSA-10194-9,2025-02-23,2030-02-23,5,14070025.0,USD,60,active,True,90,False
CON-070497,ACC-10195,MSA-10195-1,2023-04-12,2024-04-12,1,949446.55,USD,30,expired,False,120,False
CON-070498,ACC-10196,MSA-10196-3,2022-07-24,2024-07-24,2,180247.93,EUR,60,expired,True,90,False
CON-070499,ACC-10197,MSA-10197-5,2025-06-25,2030-06-25,5,3530280.0,USD,90,active,True,60,False
CON-070500,ACC-10197,MSA-10197-2,2025-06-18,2028-06-18,3,6603873.59,USD,30,active,True,60,False
CON-070501,ACC-10198,MSA-10198-4,2022-03-06,2025-03-06,3,2742847.47,USD,30,expired,False,90,False
CON-070502,ACC-10198,MSA-10198-3,2025-11-05,2026-11-05,1,4917778.01,USD,30,active,True,30,False
CON-070503,ACC-10198,MSA-10198-3,2022-01-17,2025-01-17,3,1533988.7,USD,30,expired,True,30,False
CON-070504,ACC-10199,MSA-10199-4,2022-07-15,2025-07-15,3,3281952.26,USD,60,expired,True,30,False
CON-070505,ACC-10200,MSA-10200-3,2024-03-15,2025-03-15,1,3183481.86,EUR,30,expired,True,90,False
CON-070506,ACC-10200,MSA-10200-2,2023-12-26,2025-12-26,2,4250112.71,EUR,30,expired,True,30,False
CON-070507,ACC-10201,MSA-10201-9,2023-11-12,2024-11-12,1,678018.07,USD,45,expired,True,90,False
CON-070508,ACC-10202,MSA-10202-3,2022-04-21,2023-04-21,1,175240.5,USD,30,expired,False,60,False
CON-070509,ACC-10202,MSA-10202-3,2024-12-10,2027-12-10,3,361205.03,USD,30,active,True,30,False
CON-070510,ACC-10203,MSA-10203-2,2024-06-17,2025-06-17,1,3367339.37,GBP,30,terminated,False,30,False
CON-070511,ACC-10203,MSA-10203-9,2025-08-27,2030-08-27,5,531528.57,GBP,45,active,False,90,False
CON-070512,ACC-10204,MSA-10204-7,2024-03-13,2027-03-13,3,968907.71,USD,30,active,False,90,False
CON-070513,ACC-10204,MSA-10204-6,2022-06-22,2027-06-22,5,2541755.34,USD,30,active,False,90,False
CON-070514,ACC-10205,MSA-10205-5,2022-11-06,2024-11-06,2,2090813.29,USD,30,expired,False,90,False
CON-070515,ACC-10205,MSA-10205-6,2025-12-27,2026-12-27,1,224437.5,USD,90,active,True,90,False
CON-070516,ACC-10206,MSA-10206-7,2023-02-19,2025-02-19,2,98081.9,GBP,45,expired,False,90,False
CON-070517,ACC-10206,MSA-10206-6,2025-02-28,2028-02-28,3,3266412.61,GBP,30,active,True,90,False
CON-070518,ACC-10207,MSA-10207-2,2023-10-24,2026-10-24,3,2283472.43,USD,30,active,True,120,False
CON-070519,ACC-10207,MSA-10207-9,2023-10-11,2026-10-11,3,2916056.78,USD,45,active,True,60,False
CON-070520,ACC-10208,MSA-10208-6,2023-03-05,2026-03-05,3,4756594.05,USD,30,expired,True,90,False
CON-070521,ACC-10208,MSA-10208-2,2023-02-04,2026-02-04,3,1966387.21,USD,30,expired,False,90,False
CON-070522,ACC-10209,MSA-10209-8,2024-12-19,2027-12-19,3,6815836.17,USD,30,active,False,90,False
CON-070523,ACC-10210,MSA-10210-2,2023-04-07,2028-04-07,5,25164896.44,USD,45,active,False,90,False
CON-070524,ACC-10210,MSA-10210-7,2022-11-21,2025-11-21,3,11113264.25,USD,30,expired,False,30,False
CON-070525,ACC-10211,MSA-10211-1,2023-06-13,2026-06-13,3,2435109.74,USD,30,active,False,90,False
CON-070526,ACC-10211,MSA-10211-8,2023-05-12,2025-05-12,2,11168881.02,USD,60,expired,True,30,False
CON-070527,ACC-10211,MSA-10211-7,2023-10-15,2025-10-15,2,5621365.66,USD,60,terminated,False,90,True
CON-070528,ACC-10212,MSA-10212-3,2024-07-12,2029-07-12,5,22352224.55,USD,30,active,True,90,False
CON-070529,ACC-10212,MSA-10212-5,2024-09-17,2029-09-17,5,4854494.4,USD,30,active,True,90,False
CON-070530,ACC-10213,MSA-10213-9,2024-02-22,2027-02-22,3,7485539.59,USD,60,active,True,90,False
CON-070531,ACC-10213,MSA-10213-4,2023-09-20,2024-09-20,1,1908163.12,USD,45,terminated,True,30,False
CON-070532,ACC-10213,MSA-10213-6,2022-03-19,2025-03-19,3,11188790.39,USD,30,expired,False,30,False
CON-070533,ACC-10213,MSA-10213-5,2023-12-16,2026-12-16,3,9898243.48,USD,30,active,True,90,False
CON-070534,ACC-10214,MSA-10214-8,2023-06-25,2026-06-25,3,1988387.5,USD,30,active,False,120,False
CON-070535,ACC-10214,MSA-10214-7,2023-03-24,2025-03-24,2,2574480.72,USD,30,expired,False,120,False
CON-070536,ACC-10215,MSA-10215-2,2023-04-03,2024-04-03,1,1090680.02,USD,30,expired,True,90,False
CON-070537,ACC-10216,MSA-10216-9,2022-04-09,2024-04-09,2,3137309.0,USD,60,expired,False,60,False
CON-070538,ACC-10216,MSA-10216-6,2025-10-13,2028-10-13,3,17543255.55,USD,30,active,False,90,False
CON-070539,ACC-10216,MSA-10216-2,2022-11-23,2024-11-23,2,1497796.72,USD,30,expired,False,30,False
CON-070540,ACC-10216,MSA-10216-3,2022-09-09,2025-09-09,3,5185224.15,USD,30,expired,True,60,False
CON-070541,ACC-10217,MSA-10217-8,2024-04-27,2026-04-27,2,1264231.14,USD,30,expired,False,60,False
CON-070542,ACC-10217,MSA-10217-8,2023-11-27,2026-11-27,3,990342.15,USD,30,active,True,90,True
CON-070543,ACC-10218,MSA-10218-2,2022-06-06,2023-06-06,1,147417.38,USD,45,expired,True,60,False
CON-070544,ACC-10219,MSA-10219-3,2024-09-19,2027-09-19,3,6550059.75,USD,30,active,True,90,False
CON-070545,ACC-10219,MSA-10219-5,2023-08-16,2024-08-16,1,264157.81,USD,45,expired,True,90,False
CON-070546,ACC-10220,MSA-10220-4,2024-11-28,2027-11-28,3,3230798.75,EUR,60,active,True,120,False
CON-070547,ACC-10221,MSA-10221-2,2024-08-29,2027-08-28,3,1119749.97,USD,60,active,True,60,True
CON-070548,ACC-10221,MSA-10221-2,2024-04-20,2026-04-20,2,404032.12,USD,30,expired,True,90,True
CON-070549,ACC-10222,MSA-10222-7,2022-02-25,2025-02-25,3,20665336.33,USD,30,expired,True,90,False
CON-070550,ACC-10222,MSA-10222-7,2023-09-18,2028-09-18,5,25419014.38,USD,45,active,False,60,False
CON-070551,ACC-10222,MSA-10222-5,2022-09-01,2025-09-01,3,5821033.14,USD,60,expired,False,60,False
CON-070552,ACC-10223,MSA-10223-7,2022-11-26,2023-11-26,1,1317078.95,USD,30,expired,False,90,False
CON-070553,ACC-10223,MSA-10223-7,2025-06-15,2028-06-15,3,3870564.69,USD,30,active,False,90,False
CON-070554,ACC-10223,MSA-10223-3,2023-02-22,2026-02-22,3,1020158.57,USD,30,expired,True,60,False
CON-070555,ACC-10223,MSA-10223-9,2023-04-08,2024-04-08,1,1704225.3,USD,30,expired,False,60,False
CON-070556,ACC-10224,MSA-10224-8,2024-05-08,2027-05-08,3,4668137.89,USD,30,active,False,30,False
CON-070557,ACC-10224,MSA-10224-8,2022-10-07,2024-10-07,2,2918007.23,USD,30,expired,True,90,False
CON-070558,ACC-10225,MSA-10225-5,2025-04-05,2027-04-05,2,1215896.08,EUR,30,active,True,60,False
CON-070559,ACC-10225,MSA-10225-8,2022-08-02,2024-08-02,2,705251.09,EUR,30,expired,False,90,False
CON-070560,ACC-10226,MSA-10226-2,2023-03-12,2025-03-12,2,2545248.0,USD,30,terminated,False,90,False
CON-070561,ACC-10226,MSA-10226-4,2025-03-03,2028-03-03,3,1076870.22,USD,30,active,True,120,False
CON-070562,ACC-10227,MSA-10227-8,2023-07-10,2026-07-10,3,2824192.6,GBP,45,active,True,90,False
CON-070563,ACC-10228,MSA-10228-4,2023-01-13,2026-01-13,3,8468728.17,JPY,30,expired,False,60,False
CON-070564,ACC-10228,MSA-10228-8,2023-10-31,2024-10-28,1,1771834.31,JPY,45,terminated,True,90,True
CON-070565,ACC-10228,MSA-10228-9,2025-08-03,2026-08-03,1,3509925.5,JPY,30,active,False,120,True
CON-070566,ACC-10229,MSA-10229-8,2025-05-12,2026-05-12,1,269171.97,USD,30,expired,True,90,False
CON-070567,ACC-10229,MSA-10229-1,2025-04-04,2028-04-04,3,3308369.24,USD,30,active,True,120,False
CON-070568,ACC-10230,MSA-10230-5,2025-02-14,2030-02-14,5,998311.8,USD,30,active,True,90,False
CON-070569,ACC-10231,MSA-10231-6,2023-11-02,2026-11-02,3,2942272.36,EUR,30,active,True,30,False
CON-070570,ACC-10231,MSA-10231-3,2025-04-18,2026-04-18,1,1678579.25,EUR,45,expired,True,120,True
CON-070571,ACC-10231,MSA-10231-8,2022-06-24,2023-06-24,1,1990011.07,EUR,30,terminated,False,90,True
CON-070572,ACC-10231,MSA-10231-8,2025-06-01,2028-06-01,3,3913566.46,EUR,30,active,False,60,False
CON-070573,ACC-10232,MSA-10232-2,2023-11-21,2026-11-21,3,2248074.0,GBP,45,active,True,30,False
CON-070574,ACC-10233,MSA-10233-6,2024-08-29,2027-08-28,3,1187530.51,USD,30,active,False,90,False
CON-070575,ACC-10234,MSA-10234-8,2024-02-16,2027-02-16,3,5459240.26,USD,45,active,False,60,False
CON-070576,ACC-10234,MSA-10234-7,2024-01-02,2025-01-02,1,1240976.16,USD,60,expired,True,60,False
CON-070577,ACC-10234,MSA-10234-1,2022-08-03,2027-08-03,5,8745515.15,USD,60,active,True,60,False
CON-070578,ACC-10234,MSA-10234-2,2024-04-03,2025-04-03,1,2775895.31,USD,45,expired,True,30,False
CON-070579,ACC-10235,MSA-10235-2,2024-05-20,2029-05-20,5,2601046.3,USD,30,active,False,60,False
CON-070580,ACC-10236,MSA-10236-3,2025-07-28,2026-07-28,1,858094.99,USD,30,active,True,90,False
CON-070581,ACC-10236,MSA-10236-1,2023-05-07,2025-05-07,2,1350543.28,USD,45,expired,True,90,False
CON-070582,ACC-10237,MSA-10237-4,2024-06-02,2025-06-02,1,480914.3,USD,30,expired,True,90,False
CON-070583,ACC-10237,MSA-10237-1,2024-04-28,2025-04-28,1,734807.12,USD,90,expired,True,120,False
CON-070584,ACC-10237,MSA-10237-5,2024-08-02,2027-08-02,3,6585470.25,USD,90,active,True,60,False
CON-070585,ACC-10238,MSA-10238-8,2024-04-14,2025-04-14,1,6696832.63,EUR,90,expired,False,90,False
CON-070586,ACC-10238,MSA-10238-2,2024-08-29,2025-08-28,1,4277274.58,EUR,30,terminated,False,60,False
CON-070587,ACC-10238,MSA-10238-2,2022-08-15,2027-08-15,5,5516591.92,EUR,90,active,False,120,True
CON-070588,ACC-10238,MSA-10238-6,2024-10-01,2027-10-01,3,2742991.28,EUR,30,active,False,90,True
CON-070589,ACC-10239,MSA-10239-9,2023-03-23,2026-03-23,3,2270034.0,EUR,45,expired,False,60,True
CON-070590,ACC-10239,MSA-10239-9,2025-03-09,2028-03-09,3,3013938.69,EUR,45,active,False,90,False
CON-070591,ACC-10240,MSA-10240-1,2025-06-19,2027-06-19,2,513012.89,USD,30,active,True,90,False
CON-070592,ACC-10240,MSA-10240-7,2025-05-07,2027-05-07,2,4908156.17,USD,30,active,False,90,False
CON-070593,ACC-10240,MSA-10240-6,2025-05-28,2026-05-28,1,1993789.75,USD,30,active,False,90,False
CON-070594,ACC-10240,MSA-10240-1,2023-01-30,2028-01-28,5,9510381.88,USD,60,active,True,90,False
CON-070595,ACC-10241,MSA-10241-9,2022-04-24,2023-04-24,1,1561449.73,EUR,30,expired,False,90,False
CON-070596,ACC-10241,MSA-10241-7,2022-01-24,2024-01-24,2,7709935.61,EUR,30,expired,True,60,False
CON-070597,ACC-10241,MSA-10241-6,2024-04-19,2029-04-19,5,21180059.61,EUR,30,active,True,60,False
CON-070598,ACC-10241,MSA-10241-7,2024-04-25,2027-04-25,3,840502.75,EUR,30,active,False,90,False
CON-070599,ACC-10242,MSA-10242-8,2022-08-15,2025-08-15,3,2281541.78,USD,30,expired,False,60,False
CON-070600,ACC-10242,MSA-10242-6,2025-01-24,2028-01-24,3,2117734.31,USD,30,active,True,60,False
CON-070601,ACC-10243,MSA-10243-4,2022-06-18,2023-06-18,1,4158051.35,USD,30,expired,True,90,False
CON-070602,ACC-10243,MSA-10243-2,2025-12-02,2028-12-02,3,23021330.59,USD,30,active,False,90,True
CON-070603,ACC-10243,MSA-10243-7,2023-08-07,2024-08-07,1,3301195.25,USD,30,expired,True,90,False
CON-070604,ACC-10243,MSA-10243-7,2024-10-01,2026-10-01,2,2053425.02,USD,90,active,False,90,False
CON-070605,ACC-10244,MSA-10244-3,2025-09-26,2027-09-26,2,3317121.88,EUR,45,active,True,120,True
CON-070606,ACC-10244,MSA-10244-2,2023-03-10,2025-03-10,2,607432.69,EUR,30,expired,False,60,False
CON-070607,ACC-10244,MSA-10244-7,2023-10-10,2028-10-10,5,6108300.0,EUR,45,active,False,60,False
CON-070608,ACC-10245,MSA-10245-2,2025-06-12,2028-06-12,3,2876038.78,USD,45,active,False,120,False
CON-070609,ACC-10246,MSA-10246-5,2022-07-21,2023-07-21,1,1610083.96,USD,60,expired,True,60,False
CON-070610,ACC-10246,MSA-10246-6,2024-01-28,2027-01-28,3,2996422.85,USD,30,active,True,60,False
CON-070611,ACC-10246,MSA-10246-4,2023-04-13,2025-04-13,2,8248960.05,USD,45,terminated,False,60,False
CON-070612,ACC-10247,MSA-10247-6,2024-04-01,2029-04-01,5,6410983.68,USD,30,active,False,90,False
CON-070613,ACC-10247,MSA-10247-8,2024-07-09,2027-07-09,3,5804760.81,USD,90,active,False,90,False
CON-070614,ACC-10248,MSA-10248-5,2022-12-27,2023-12-27,1,1847725.35,USD,45,expired,False,120,False
CON-070615,ACC-10249,MSA-10249-5,2023-04-22,2026-04-22,3,1317288.22,USD,30,terminated,True,90,True
CON-070616,ACC-10249,MSA-10249-1,2022-06-08,2027-06-08,5,5760979.84,USD,45,active,False,90,True
CON-070617,ACC-10250,MSA-10250-7,2022-11-17,2023-11-17,1,745642.17,USD,30,expired,False,60,False
CON-070618,ACC-10250,MSA-10250-2,2024-07-15,2027-07-15,3,12009750.44,USD,45,active,False,120,False
CON-070619,ACC-10250,MSA-10250-1,2022-12-18,2025-12-18,3,3338033.35,USD,30,expired,True,90,False
CON-070620,ACC-10251,MSA-10251-1,2025-02-09,2026-02-09,1,1331573.05,USD,60,terminated,True,90,False
CON-070621,ACC-10251,MSA-10251-2,2023-11-14,2025-11-14,2,1329802.0,USD,30,expired,False,90,False
CON-070622,ACC-10252,MSA-10252-4,2022-06-05,2024-06-05,2,5102307.4,USD,30,expired,True,60,False
CON-070623,ACC-10252,MSA-10252-2,2025-03-15,2030-03-15,5,34415883.22,USD,30,active,True,30,False
CON-070624,ACC-10253,MSA-10253-6,2023-06-05,2028-06-05,5,57303895.74,USD,30,active,False,90,False
CON-070625,ACC-10253,MSA-10253-5,2025-12-26,2028-12-26,3,4594238.82,USD,60,active,True,60,False
CON-070626,ACC-10254,MSA-10254-6,2025-04-21,2028-04-21,3,2192436.26,USD,30,active,False,90,False
CON-070627,ACC-10254,MSA-10254-7,2022-04-18,2023-04-18,1,1205653.8,USD,90,expired,False,90,False
CON-070628,ACC-10254,MSA-10254-6,2022-04-23,2024-04-23,2,13217473.3,USD,90,terminated,True,60,False
CON-070629,ACC-10254,MSA-10254-3,2023-08-13,2028-08-13,5,5954328.6,USD,45,active,False,90,False
CON-070630,ACC-10255,MSA-10255-3,2024-05-27,2027-05-27,3,25877202.59,USD,30,active,True,90,False
CON-070631,ACC-10255,MSA-10255-6,2022-12-12,2023-12-12,1,2928781.95,USD,30,expired,False,60,False
CON-070632,ACC-10256,MSA-10256-1,2022-10-08,2025-10-08,3,4219322.34,GBP,30,terminated,False,30,False
CON-070633,ACC-10256,MSA-10256-2,2023-03-28,2025-03-28,2,13809939.79,GBP,30,expired,True,90,False
CON-070634,ACC-10256,MSA-10256-1,2023-09-01,2028-09-01,5,2385994.05,GBP,45,active,False,90,False
CON-070635,ACC-10257,MSA-10257-3,2023-04-29,2026-04-28,3,2911130.54,USD,30,expired,True,90,False
CON-070636,ACC-10257,MSA-10257-1,2023-01-11,2025-01-11,2,1564986.72,USD,30,terminated,False,90,False
CON-070637,ACC-10258,MSA-10258-1,2025-07-29,2027-07-28,2,4878157.27,USD,60,active,True,60,False
CON-070638,ACC-10258,MSA-10258-6,2025-04-03,2028-04-03,3,1926364.94,USD,45,active,True,90,False
CON-070639,ACC-10259,MSA-10259-9,2022-02-09,2025-02-09,3,1079246.48,USD,90,expired,True,120,False
CON-070640,ACC-10259,MSA-10259-2,2023-07-11,2026-07-11,3,3484101.56,USD,30,active,True,60,False
CON-070641,ACC-10259,MSA-10259-7,2025-08-14,2026-08-14,1,992536.11,USD,30,active,False,30,False
CON-070642,ACC-10259,MSA-10259-3,2025-08-26,2027-08-26,2,2086681.19,USD,45,active,False,90,False
CON-070643,ACC-10260,MSA-10260-3,2022-02-01,2027-02-01,5,17741120.51,JPY,60,active,False,90,True
CON-070644,ACC-10260,MSA-10260-1,2024-07-28,2026-07-28,2,152220.37,JPY,30,active,True,90,True
CON-070645,ACC-10260,MSA-10260-8,2023-08-25,2024-08-25,1,2565574.62,JPY,30,expired,True,90,True
CON-070646,ACC-10261,MSA-10261-7,2025-12-29,2028-12-28,3,2363322.57,USD,30,active,True,30,False
CON-070647,ACC-10261,MSA-10261-1,2024-04-21,2027-04-21,3,21878080.33,USD,60,active,True,90,False
CON-070648,ACC-10261,MSA-10261-9,2023-05-31,2024-05-28,1,2858689.27,USD,60,expired,True,120,False
CON-070649,ACC-10262,MSA-10262-7,2024-02-25,2025-02-25,1,1326671.27,USD,45,expired,True,30,False
CON-070650,ACC-10262,MSA-10262-2,2025-03-10,2028-03-10,3,11076199.94,USD,45,active,False,90,False
CON-070651,ACC-10262,MSA-10262-5,2024-09-14,2027-09-14,3,2575282.27,USD,30,active,True,90,False
CON-070652,ACC-10263,MSA-10263-5,2024-10-07,2026-10-07,2,5312436.23,USD,60,active,True,90,False
CON-070653,ACC-10264,MSA-10264-5,2023-12-27,2024-12-27,1,2657763.36,EUR,30,expired,True,90,True
CON-070654,ACC-10264,MSA-10264-1,2023-07-20,2025-07-20,2,3229201.0,EUR,30,expired,False,90,False
CON-070655,ACC-10265,MSA-10265-5,2023-10-21,2024-10-21,1,815142.18,USD,45,expired,True,120,False
CON-070656,ACC-10266,MSA-10266-9,2024-11-04,2027-11-04,3,1717481.08,USD,60,active,True,90,False
CON-070657,ACC-10267,MSA-10267-6,2023-05-09,2025-05-09,2,6044414.3,USD,45,expired,False,60,False
CON-070658,ACC-10268,MSA-10268-4,2025-11-30,2026-11-28,1,216560.0,USD,60,active,False,90,False
CON-070659,ACC-10268,MSA-10268-1,2024-05-12,2027-05-12,3,12956757.5,USD,45,active,True,30,False
CON-070660,ACC-10269,MSA-10269-4,2025-08-05,2026-08-05,1,173560.56,USD,90,active,False,90,False
CON-070661,ACC-10269,MSA-10269-5,2022-10-21,2025-10-21,3,10818298.05,USD,45,expired,False,90,False
CON-070662,ACC-10270,MSA-10270-5,2023-08-09,2025-08-09,2,710797.16,USD,60,expired,True,30,False
CON-070663,ACC-10271,MSA-10271-4,2023-08-30,2026-08-28,3,723597.93,USD,60,active,True,30,False
CON-070664,ACC-10272,MSA-10272-6,2025-03-07,2026-03-07,1,3288355.54,USD,30,expired,False,30,True
CON-070665,ACC-10272,MSA-10272-6,2024-10-10,2026-10-10,2,11641281.15,USD,30,active,True,90,True
CON-070666,ACC-10272,MSA-10272-3,2022-12-02,2027-12-02,5,8539106.64,USD,45,active,True,60,False
CON-070667,ACC-10273,MSA-10273-8,2022-05-25,2024-05-25,2,4667531.79,USD,30,expired,True,30,False
CON-070668,ACC-10273,MSA-10273-1,2023-02-22,2026-02-22,3,324974.4,USD,30,expired,True,120,False
CON-070669,ACC-10274,MSA-10274-7,2024-10-28,2027-10-28,3,433234.14,USD,30,active,False,30,False
CON-070670,ACC-10274,MSA-10274-5,2022-01-29,2025-01-28,3,296274.27,USD,30,expired,True,60,False
CON-070671,ACC-10275,MSA-10275-6,2023-03-04,2026-03-04,3,1761515.62,USD,30,expired,False,120,False
CON-070672,ACC-10275,MSA-10275-2,2022-01-30,2025-01-28,3,1340255.59,USD,45,expired,True,60,False
CON-070673,ACC-10276,MSA-10276-8,2023-11-27,2028-11-27,5,3761602.25,EUR,45,active,True,90,False
CON-070674,ACC-10276,MSA-10276-8,2024-11-17,2029-11-17,5,3613852.25,EUR,30,active,False,90,False
CON-070675,ACC-10277,MSA-10277-8,2024-03-03,2027-03-03,3,4472825.5,USD,30,active,False,30,False
CON-070676,ACC-10277,MSA-10277-6,2024-04-12,2029-04-12,5,23152653.39,USD,30,active,True,30,False
CON-070677,ACC-10277,MSA-10277-1,2024-02-23,2027-02-23,3,3295716.01,USD,30,active,False,90,False
CON-070678,ACC-10277,MSA-10277-1,2024-04-16,2025-04-16,1,1510354.66,USD,90,expired,False,60,False
CON-070679,ACC-10278,MSA-10278-1,2025-05-28,2028-05-28,3,13476680.42,USD,30,active,False,60,False
CON-070680,ACC-10278,MSA-10278-9,2025-04-12,2027-04-12,2,6437092.77,USD,60,active,False,120,False
CON-070681,ACC-10279,MSA-10279-6,2024-12-05,2025-12-05,1,130537.5,EUR,45,expired,False,90,False
CON-070682,ACC-10280,MSA-10280-9,2023-07-28,2024-07-28,1,1377251.92,USD,60,expired,False,60,False
CON-070683,ACC-10280,MSA-10280-7,2022-07-04,2025-07-04,3,2916158.21,USD,30,expired,True,60,False
CON-070684,ACC-10281,MSA-10281-4,2025-01-15,2026-01-15,1,1601112.36,GBP,45,expired,True,30,False
CON-070685,ACC-10281,MSA-10281-1,2025-02-01,2030-02-01,5,9390390.39,GBP,30,active,False,90,False
CON-070686,ACC-10282,MSA-10282-4,2025-05-05,2026-05-05,1,203459.0,USD,45,expired,True,30,False
CON-070687,ACC-10282,MSA-10282-2,2025-12-17,2026-12-17,1,1310325.44,USD,60,active,True,90,False
CON-070688,ACC-10283,MSA-10283-8,2023-04-01,2028-04-01,5,8737050.76,USD,30,active,False,60,False
CON-070689,ACC-10283,MSA-10283-3,2024-07-11,2029-07-11,5,34138225.09,USD,60,active,False,90,False
CON-070690,ACC-10283,MSA-10283-2,2025-12-11,2030-12-11,5,12303387.64,USD,30,active,True,120,False
CON-070691,ACC-10283,MSA-10283-3,2025-07-18,2028-07-18,3,12185148.14,USD,60,active,True,90,False
CON-070692,ACC-10284,MSA-10284-2,2023-05-10,2028-05-10,5,27860600.03,JPY,30,active,True,60,False
CON-070693,ACC-10284,MSA-10284-3,2023-10-04,2025-10-04,2,17879811.17,JPY,30,expired,False,90,False
CON-070694,ACC-10284,MSA-10284-7,2023-07-20,2028-07-20,5,3949558.53,JPY,30,active,False,60,False
CON-070695,ACC-10285,MSA-10285-5,2022-11-20,2025-11-20,3,3585885.71,USD,30,expired,False,60,False
CON-070696,ACC-10285,MSA-10285-7,2023-02-10,2025-02-10,2,395774.55,USD,45,terminated,True,60,False
CON-070697,ACC-10286,MSA-10286-7,2024-12-18,2027-12-18,3,5841374.14,USD,45,active,False,90,False
CON-070698,ACC-10287,MSA-10287-1,2022-09-21,2027-09-21,5,9853732.14,USD,45,active,False,60,False
CON-070699,ACC-10287,MSA-10287-4,2022-10-10,2025-10-10,3,1436615.75,USD,45,expired,True,30,False
CON-070700,ACC-10288,MSA-10288-4,2022-10-07,2025-10-07,3,450709.64,USD,30,terminated,False,90,False
CON-070701,ACC-10289,MSA-10289-5,2024-02-15,2029-02-15,5,2577300.0,USD,30,active,False,60,False
CON-070702,ACC-10289,MSA-10289-8,2024-05-26,2026-05-26,2,4396732.14,USD,30,active,False,60,False
CON-070703,ACC-10289,MSA-10289-8,2024-08-27,2026-08-27,2,3313608.28,USD,30,active,False,30,False
CON-070704,ACC-10290,MSA-10290-9,2024-03-17,2026-03-17,2,10277721.05,EUR,30,expired,False,90,False
CON-070705,ACC-10290,MSA-10290-6,2023-10-26,2026-10-26,3,4831718.61,EUR,30,active,False,60,False
CON-070706,ACC-10290,MSA-10290-5,2025-10-11,2028-10-11,3,14627875.5,EUR,45,active,False,30,False
CON-070707,ACC-10291,MSA-10291-2,2023-10-25,2025-10-25,2,4270722.82,USD,30,expired,True,30,False
CON-070708,ACC-10291,MSA-10291-5,2024-03-08,2025-03-08,1,292946.94,USD,45,terminated,False,60,False
CON-070709,ACC-10292,MSA-10292-1,2025-09-25,2027-09-25,2,7315504.0,USD,30,active,True,90,False
CON-070710,ACC-10293,MSA-10293-4,2022-11-27,2023-11-27,1,440089.51,EUR,30,expired,True,120,False
CON-070711,ACC-10293,MSA-10293-9,2022-09-07,2024-09-07,2,2509785.78,EUR,30,expired,True,30,False
CON-070712,ACC-10294,MSA-10294-9,2024-09-11,2025-09-11,1,123214.29,USD,30,expired,False,60,False
CON-070713,ACC-10295,MSA-10295-4,2022-09-02,2024-09-02,2,862106.43,USD,60,terminated,False,90,False
CON-070714,ACC-10296,MSA-10296-2,2022-06-13,2025-06-13,3,7493400.13,USD,45,expired,False,90,True
CON-070715,ACC-10297,MSA-10297-5,2025-05-08,2027-05-08,2,6720693.85,USD,90,active,True,90,False
CON-070716,ACC-10297,MSA-10297-3,2022-01-17,2023-01-17,1,421458.75,USD,30,expired,True,60,False
CON-070717,ACC-10297,MSA-10297-3,2022-08-16,2025-08-16,3,3494487.5,USD,45,expired,True,90,False
CON-070718,ACC-10298,MSA-10298-1,2025-04-25,2028-04-25,3,6611988.03,EUR,30,active,False,90,False
CON-070719,ACC-10298,MSA-10298-3,2022-02-18,2025-02-18,3,4657995.36,EUR,30,expired,True,60,False
CON-070720,ACC-10299,MSA-10299-4,2025-06-03,2028-06-03,3,9989018.04,EUR,30,active,False,60,False
CON-070721,ACC-10299,MSA-10299-8,2024-04-04,2025-04-04,1,5850834.21,EUR,30,expired,False,90,False
CON-070722,ACC-10299,MSA-10299-5,2024-01-31,2027-01-28,3,5829484.76,EUR,30,active,True,90,False
CON-070723,ACC-10299,MSA-10299-6,2024-10-18,2026-10-18,2,1096424.53,EUR,45,active,True,90,False
