usage_id,account_id,entitlement_id,sku,period_month,quantity_used
USE-0949548,ACC-10283,ENT-0803841,SW-ZTN-110,2025-10-01,907
USE-0949549,ACC-10283,ENT-0803841,SW-ZTN-110,2025-11-01,918
USE-0949550,ACC-10283,ENT-0803841,SW-ZTN-110,2025-12-01,929
USE-0949551,ACC-10283,ENT-0803841,SW-ZTN-110,2026-01-01,940
USE-0949552,ACC-10283,ENT-0803841,SW-ZTN-110,2026-02-01,951
USE-0949553,ACC-10283,ENT-0803841,SW-ZTN-110,2026-03-01,962
USE-0949554,ACC-10283,ENT-0803841,SW-ZTN-110,2026-04-01,972
USE-0949555,ACC-10283,ENT-0803841,SW-ZTN-110,2026-05-01,983
USE-0949556,ACC-10283,ENT-0803844,SW-SEC-140,2025-12-01,77
USE-0949557,ACC-10283,ENT-0803844,SW-SEC-140,2026-01-01,76
USE-0949558,ACC-10283,ENT-0803844,SW-SEC-140,2026-02-01,75
USE-0949559,ACC-10283,ENT-0803844,SW-SEC-140,2026-03-01,75
USE-0949560,ACC-10283,ENT-0803844,SW-SEC-140,2026-04-01,74
USE-0949561,ACC-10283,ENT-0803844,SW-SEC-140,2026-05-01,73
USE-0949562,ACC-10283,ENT-0803847,SW-OBS-130,2025-12-01,537
USE-0949563,ACC-10283,ENT-0803847,SW-OBS-130,2026-01-01,537
USE-0949564,ACC-10283,ENT-0803847,SW-OBS-130,2026-02-01,538
USE-0949565,ACC-10283,ENT-0803847,SW-OBS-130,2026-03-01,538
USE-0949566,ACC-10283,ENT-0803847,SW-OBS-130,2026-04-01,538
USE-0949567,ACC-10283,ENT-0803847,SW-OBS-130,2026-05-01,538
USE-0949568,ACC-10283,ENT-0803848,SW-OBS-120,2025-12-01,525
USE-0949569,ACC-10283,ENT-0803848,SW-OBS-120,2026-01-01,524
USE-0949570,ACC-10283,ENT-0803848,SW-OBS-120,2026-02-01,523
USE-0949571,ACC-10283,ENT-0803848,SW-OBS-120,2026-03-01,522
USE-0949572,ACC-10283,ENT-0803848,SW-OBS-120,2026-04-01,522
USE-0949573,ACC-10283,ENT-0803848,SW-OBS-120,2026-05-01,521
USE-0949574,ACC-10283,ENT-0803849,SW-SEC-140,2025-12-01,196
USE-0949575,ACC-10283,ENT-0803849,SW-SEC-140,2026-01-01,201
USE-0949576,ACC-10283,ENT-0803849,SW-SEC-140,2026-02-01,205
USE-0949577,ACC-10283,ENT-0803849,SW-SEC-140,2026-03-01,210
USE-0949578,ACC-10283,ENT-0803849,SW-SEC-140,2026-04-01,214
USE-0949579,ACC-10283,ENT-0803849,SW-SEC-140,2026-05-01,219
USE-0949580,ACC-10283,ENT-0803851,SW-ZTN-130,2025-12-01,463
USE-0949581,ACC-10283,ENT-0803851,SW-ZTN-130,2026-01-01,472
USE-0949582,ACC-10283,ENT-0803851,SW-ZTN-130,2026-02-01,480
USE-0949583,ACC-10283,ENT-0803851,SW-ZTN-130,2026-03-01,488
USE-0949584,ACC-10283,ENT-0803851,SW-ZTN-130,2026-04-01,497
USE-0949585,ACC-10283,ENT-0803851,SW-ZTN-130,2026-05-01,505
USE-0949586,ACC-10283,ENT-0803852,SW-NOC-110,2025-12-01,390
USE-0949587,ACC-10283,ENT-0803852,SW-NOC-110,2026-01-01,397
USE-0949588,ACC-10283,ENT-0803852,SW-NOC-110,2026-02-01,404
USE-0949589,ACC-10283,ENT-0803852,SW-NOC-110,2026-03-01,412
USE-0949590,ACC-10283,ENT-0803852,SW-NOC-110,2026-04-01,419
USE-0949591,ACC-10283,ENT-0803852,SW-NOC-110,2026-05-01,426
USE-0949592,ACC-10283,ENT-0803854,SW-NOC-130,2025-07-01,672
USE-0949593,ACC-10283,ENT-0803854,SW-NOC-130,2025-08-01,681
USE-0949594,ACC-10283,ENT-0803854,SW-NOC-130,2025-09-01,690
USE-0949595,ACC-10283,ENT-0803854,SW-NOC-130,2025-10-01,699
USE-0949596,ACC-10283,ENT-0803854,SW-NOC-130,2025-11-01,709
USE-0949597,ACC-10283,ENT-0803854,SW-NOC-130,2025-12-01,718
USE-0949598,ACC-10283,ENT-0803854,SW-NOC-130,2026-01-01,727
USE-0949599,ACC-10283,ENT-0803854,SW-NOC-130,2026-02-01,736
USE-0949600,ACC-10283,ENT-0803854,SW-NOC-130,2026-03-01,746
USE-0949601,ACC-10283,ENT-0803854,SW-NOC-130,2026-04-01,755
USE-0949602,ACC-10283,ENT-0803854,SW-NOC-130,2026-05-01,764
USE-0949603,ACC-10283,ENT-0803856,SW-NOC-130,2025-09-01,414
USE-0949604,ACC-10283,ENT-0803856,SW-NOC-130,2025-10-01,417
USE-0949605,ACC-10283,ENT-0803856,SW-NOC-130,2025-11-01,419
USE-0949606,ACC-10283,ENT-0803856,SW-NOC-130,2025-12-01,421
USE-0949607,ACC-10283,ENT-0803856,SW-NOC-130,2026-01-01,424
USE-0949608,ACC-10283,ENT-0803856,SW-NOC-130,2026-02-01,426
USE-0949609,ACC-10283,ENT-0803856,SW-NOC-130,2026-03-01,429
USE-0949610,ACC-10283,ENT-0803856,SW-NOC-130,2026-04-01,431
USE-0949611,ACC-10283,ENT-0803856,SW-NOC-130,2026-05-01,434
USE-0949612,ACC-10283,ENT-0803861,SW-SDC-130,2026-01-01,335
USE-0949613,ACC-10283,ENT-0803861,SW-SDC-130,2026-02-01,332
USE-0949614,ACC-10283,ENT-0803861,SW-SDC-130,2026-03-01,329
USE-0949615,ACC-10283,ENT-0803861,SW-SDC-130,2026-04-01,326
USE-0949616,ACC-10283,ENT-0803861,SW-SDC-130,2026-05-01,324
USE-0949617,ACC-10284,ENT-0803862,SW-NOC-110,2023-05-01,115
USE-0949618,ACC-10284,ENT-0803862,SW-NOC-110,2023-06-01,113
USE-0949619,ACC-10284,ENT-0803862,SW-NOC-110,2023-07-01,111
USE-0949620,ACC-10284,ENT-0803862,SW-NOC-110,2023-08-01,109
USE-0949621,ACC-10284,ENT-0803862,SW-NOC-110,2023-09-01,106
USE-0949622,ACC-10284,ENT-0803862,SW-NOC-110,2023-10-01,104
USE-0949623,ACC-10284,ENT-0803862,SW-NOC-110,2023-11-01,102
USE-0949624,ACC-10284,ENT-0803862,SW-NOC-110,2023-12-01,100
USE-0949625,ACC-10284,ENT-0803862,SW-NOC-110,2024-01-01,98
USE-0949626,ACC-10284,ENT-0803862,SW-NOC-110,2024-02-01,95
USE-0949627,ACC-10284,ENT-0803862,SW-NOC-110,2024-03-01,93
USE-0949628,ACC-10284,ENT-0803862,SW-NOC-110,2024-04-01,91
USE-0949629,ACC-10284,ENT-0803862,SW-NOC-110,2024-05-01,89
USE-0949630,ACC-10284,ENT-0803862,SW-NOC-110,2024-06-01,87
USE-0949631,ACC-10284,ENT-0803862,SW-NOC-110,2024-07-01,84
USE-0949632,ACC-10284,ENT-0803862,SW-NOC-110,2024-08-01,82
USE-0949633,ACC-10284,ENT-0803862,SW-NOC-110,2024-09-01,80
USE-0949634,ACC-10284,ENT-0803862,SW-NOC-110,2024-10-01,78
USE-0949635,ACC-10284,ENT-0803862,SW-NOC-110,2024-11-01,76
USE-0949636,ACC-10284,ENT-0803862,SW-NOC-110,2024-12-01,74
USE-0949637,ACC-10284,ENT-0803862,SW-NOC-110,2025-01-01,71
USE-0949638,ACC-10284,ENT-0803862,SW-NOC-110,2025-02-01,69
USE-0949639,ACC-10284,ENT-0803862,SW-NOC-110,2025-03-01,67
USE-0949640,ACC-10284,ENT-0803862,SW-NOC-110,2025-04-01,65
USE-0949641,ACC-10284,ENT-0803862,SW-NOC-110,2025-05-01,63
USE-0949642,ACC-10284,ENT-0803862,SW-NOC-110,2025-06-01,60
USE-0949643,ACC-10284,ENT-0803862,SW-NOC-110,2025-07-01,58
USE-0949644,ACC-10284,ENT-0803862,SW-NOC-110,2025-08-01,56
USE-0949645,ACC-10284,ENT-0803862,SW-NOC-110,2025-09-01,54
USE-0949646,ACC-10284,ENT-0803862,SW-NOC-110,2025-10-01,52
USE-0949647,ACC-10284,ENT-0803862,SW-NOC-110,2025-11-01,49
USE-0949648,ACC-10284,ENT-0803862,SW-NOC-110,2025-12-01,47
USE-0949649,ACC-10284,ENT-0803862,SW-NOC-110,2026-01-01,45
USE-0949650,ACC-10284,ENT-0803862,SW-NOC-110,2026-02-01,43
USE-0949651,ACC-10284,ENT-0803862,SW-NOC-110,2026-03-01,41
USE-0949652,ACC-10284,ENT-0803862,SW-NOC-110,2026-04-01,38
USE-0949653,ACC-10284,ENT-0803862,SW-NOC-110,2026-05-01,36
USE-0949654,ACC-10284,ENT-0803863,SW-ZTN-130,2023-05-01,363
USE-0949655,ACC-10284,ENT-0803863,SW-ZTN-130,2023-06-01,368
USE-0949656,ACC-10284,ENT-0803863,SW-ZTN-130,2023-07-01,372
USE-0949657,ACC-10284,ENT-0803863,SW-ZTN-130,2023-08-01,376
USE-0949658,ACC-10284,ENT-0803863,SW-ZTN-130,2023-09-01,381
USE-0949659,ACC-10284,ENT-0803863,SW-ZTN-130,2023-10-01,385
USE-0949660,ACC-10284,ENT-0803863,SW-ZTN-130,2023-11-01,389
USE-0949661,ACC-10284,ENT-0803863,SW-ZTN-130,2023-12-01,394
USE-0949662,ACC-10284,ENT-0803863,SW-ZTN-130,2024-01-01,398
USE-0949663,ACC-10284,ENT-0803863,SW-ZTN-130,2024-02-01,402
USE-0949664,ACC-10284,ENT-0803863,SW-ZTN-130,2024-03-01,407
USE-0949665,ACC-10284,ENT-0803863,SW-ZTN-130,2024-04-01,411
USE-0949666,ACC-10284,ENT-0803863,SW-ZTN-130,2024-05-01,415
USE-0949667,ACC-10284,ENT-0803863,SW-ZTN-130,2024-06-01,420
USE-0949668,ACC-10284,ENT-0803863,SW-ZTN-130,2024-07-01,424
USE-0949669,ACC-10284,ENT-0803863,SW-ZTN-130,2024-08-01,428
USE-0949670,ACC-10284,ENT-0803863,SW-ZTN-130,2024-09-01,433
USE-0949671,ACC-10284,ENT-0803863,SW-ZTN-130,2024-10-01,437
USE-0949672,ACC-10284,ENT-0803863,SW-ZTN-130,2024-11-01,441
USE-0949673,ACC-10284,ENT-0803863,SW-ZTN-130,2024-12-01,446
USE-0949674,ACC-10284,ENT-0803863,SW-ZTN-130,2025-01-01,450
USE-0949675,ACC-10284,ENT-0803863,SW-ZTN-130,2025-02-01,454
USE-0949676,ACC-10284,ENT-0803863,SW-ZTN-130,2025-03-01,459
USE-0949677,ACC-10284,ENT-0803863,SW-ZTN-130,2025-04-01,463
USE-0949678,ACC-10284,ENT-0803863,SW-ZTN-130,2025-05-01,467
USE-0949679,ACC-10284,ENT-0803863,SW-ZTN-130,2025-06-01,472
USE-0949680,ACC-10284,ENT-0803863,SW-ZTN-130,2025-07-01,476
USE-0949681,ACC-10284,ENT-0803863,SW-ZTN-130,2025-08-01,480
USE-0949682,ACC-10284,ENT-0803863,SW-ZTN-130,2025-09-01,485
USE-0949683,ACC-10284,ENT-0803863,SW-ZTN-130,2025-10-01,489
USE-0949684,ACC-10284,ENT-0803863,SW-ZTN-130,2025-11-01,493
USE-0949685,ACC-10284,ENT-0803863,SW-ZTN-130,2025-12-01,498
USE-0949686,ACC-10284,ENT-0803863,SW-ZTN-130,2026-01-01,502
USE-0949687,ACC-10284,ENT-0803863,SW-ZTN-130,2026-02-01,506
USE-0949688,ACC-10284,ENT-0803863,SW-ZTN-130,2026-03-01,511
USE-0949689,ACC-10284,ENT-0803863,SW-ZTN-130,2026-04-01,515
USE-0949690,ACC-10284,ENT-0803863,SW-ZTN-130,2026-05-01,519
USE-0949691,ACC-10284,ENT-0803864,SW-SDC-130,2023-05-01,497
USE-0949692,ACC-10284,ENT-0803864,SW-SDC-130,2023-06-01,506
USE-0949693,ACC-10284,ENT-0803864,SW-SDC-130,2023-07-01,514
USE-0949694,ACC-10284,ENT-0803864,SW-SDC-130,2023-08-01,523
USE-0949695,ACC-10284,ENT-0803864,SW-SDC-130,2023-09-01,531
USE-0949696,ACC-10284,ENT-0803864,SW-SDC-130,2023-10-01,540
USE-0949697,ACC-10284,ENT-0803864,SW-SDC-130,2023-11-01,548
USE-0949698,ACC-10284,ENT-0803864,SW-SDC-130,2023-12-01,557
USE-0949699,ACC-10284,ENT-0803864,SW-SDC-130,2024-01-01,565
USE-0949700,ACC-10284,ENT-0803864,SW-SDC-130,2024-02-01,574
USE-0949701,ACC-10284,ENT-0803864,SW-SDC-130,2024-03-01,583
USE-0949702,ACC-10284,ENT-0803864,SW-SDC-130,2024-04-01,591
USE-0949703,ACC-10284,ENT-0803864,SW-SDC-130,2024-05-01,600
USE-0949704,ACC-10284,ENT-0803864,SW-SDC-130,2024-06-01,608
USE-0949705,ACC-10284,ENT-0803864,SW-SDC-130,2024-07-01,617
USE-0949706,ACC-10284,ENT-0803864,SW-SDC-130,2024-08-01,625
USE-0949707,ACC-10284,ENT-0803864,SW-SDC-130,2024-09-01,634
USE-0949708,ACC-10284,ENT-0803864,SW-SDC-130,2024-10-01,642
USE-0949709,ACC-10284,ENT-0803864,SW-SDC-130,2024-11-01,651
USE-0949710,ACC-10284,ENT-0803864,SW-SDC-130,2024-12-01,660
USE-0949711,ACC-10284,ENT-0803864,SW-SDC-130,2025-01-01,668
USE-0949712,ACC-10284,ENT-0803864,SW-SDC-130,2025-02-01,677
USE-0949713,ACC-10284,ENT-0803864,SW-SDC-130,2025-03-01,685
USE-0949714,ACC-10284,ENT-0803864,SW-SDC-130,2025-04-01,694
USE-0949715,ACC-10284,ENT-0803864,SW-SDC-130,2025-05-01,702
USE-0949716,ACC-10284,ENT-0803864,SW-SDC-130,2025-06-01,711
USE-0949717,ACC-10284,ENT-0803864,SW-SDC-130,2025-07-01,720
USE-0949718,ACC-10284,ENT-0803864,SW-SDC-130,2025-08-01,728
USE-0949719,ACC-10284,ENT-0803864,SW-SDC-130,2025-09-01,737
USE-0949720,ACC-10284,ENT-0803864,SW-SDC-130,2025-10-01,745
USE-0949721,ACC-10284,ENT-0803864,SW-SDC-130,2025-11-01,754
USE-0949722,ACC-10284,ENT-0803864,SW-SDC-130,2025-12-01,762
USE-0949723,ACC-10284,ENT-0803864,SW-SDC-130,2026-01-01,771
USE-0949724,ACC-10284,ENT-0803864,SW-SDC-130,2026-02-01,779
USE-0949725,ACC-10284,ENT-0803864,SW-SDC-130,2026-03-01,788
USE-0949726,ACC-10284,ENT-0803864,SW-SDC-130,2026-04-01,797
USE-0949727,ACC-10284,ENT-0803864,SW-SDC-130,2026-05-01,805
USE-0949728,ACC-10284,ENT-0803865,SW-SDC-110,2023-05-01,310
USE-0949729,ACC-10284,ENT-0803865,SW-SDC-110,2023-06-01,309
USE-0949730,ACC-10284,ENT-0803865,SW-SDC-110,2023-07-01,307
USE-0949731,ACC-10284,ENT-0803865,SW-SDC-110,2023-08-01,306
USE-0949732,ACC-10284,ENT-0803865,SW-SDC-110,2023-09-01,304
USE-0949733,ACC-10284,ENT-0803865,SW-SDC-110,2023-10-01,303
USE-0949734,ACC-10284,ENT-0803865,SW-SDC-110,2023-11-01,301
USE-0949735,ACC-10284,ENT-0803865,SW-SDC-110,2023-12-01,300
USE-0949736,ACC-10284,ENT-0803865,SW-SDC-110,2024-01-01,298
USE-0949737,ACC-10284,ENT-0803865,SW-SDC-110,2024-02-01,297
USE-0949738,ACC-10284,ENT-0803865,SW-SDC-110,2024-03-01,295
USE-0949739,ACC-10284,ENT-0803865,SW-SDC-110,2024-04-01,294
USE-0949740,ACC-10284,ENT-0803865,SW-SDC-110,2024-05-01,292
USE-0949741,ACC-10284,ENT-0803865,SW-SDC-110,2024-06-01,291
USE-0949742,ACC-10284,ENT-0803865,SW-SDC-110,2024-07-01,289
USE-0949743,ACC-10284,ENT-0803865,SW-SDC-110,2024-08-01,288
USE-0949744,ACC-10284,ENT-0803865,SW-SDC-110,2024-09-01,286
USE-0949745,ACC-10284,ENT-0803865,SW-SDC-110,2024-10-01,285
USE-0949746,ACC-10284,ENT-0803865,SW-SDC-110,2024-11-01,283
USE-0949747,ACC-10284,ENT-0803865,SW-SDC-110,2024-12-01,282
USE-0949748,ACC-10284,ENT-0803865,SW-SDC-110,2025-01-01,280
USE-0949749,ACC-10284,ENT-0803865,SW-SDC-110,2025-02-01,279
USE-0949750,ACC-10284,ENT-0803865,SW-SDC-110,2025-03-01,277
USE-0949751,ACC-10284,ENT-0803865,SW-SDC-110,2025-04-01,276
USE-0949752,ACC-10284,ENT-0803865,SW-SDC-110,2025-05-01,274
USE-0949753,ACC-10284,ENT-0803865,SW-SDC-110,2025-06-01,273
USE-0949754,ACC-10284,ENT-0803865,SW-SDC-110,2025-07-01,271
USE-0949755,ACC-10284,ENT-0803865,SW-SDC-110,2025-08-01,270
USE-0949756,ACC-10284,ENT-0803865,SW-SDC-110,2025-09-01,268
USE-0949757,ACC-10284,ENT-0803865,SW-SDC-110,2025-10-01,267
USE-0949758,ACC-10284,ENT-0803865,SW-SDC-110,2025-11-01,265
USE-0949759,ACC-10284,ENT-0803865,SW-SDC-110,2025-12-01,264
USE-0949760,ACC-10284,ENT-0803865,SW-SDC-110,2026-01-01,262
USE-0949761,ACC-10284,ENT-0803865,SW-SDC-110,2026-02-01,261
USE-0949762,ACC-10284,ENT-0803865,SW-SDC-110,2026-03-01,259
USE-0949763,ACC-10284,ENT-0803865,SW-SDC-110,2026-04-01,258
USE-0949764,ACC-10284,ENT-0803865,SW-SDC-110,2026-05-01,257
USE-0949765,ACC-10284,ENT-0803866,SW-SEC-140,2023-10-01,283
USE-0949766,ACC-10284,ENT-0803866,SW-SEC-140,2023-11-01,282
USE-0949767,ACC-10284,ENT-0803866,SW-SEC-140,2023-12-01,282
USE-0949768,ACC-10284,ENT-0803866,SW-SEC-140,2024-01-01,281
USE-0949769,ACC-10284,ENT-0803866,SW-SEC-140,2024-02-01,281
USE-0949770,ACC-10284,ENT-0803866,SW-SEC-140,2024-03-01,280
USE-0949771,ACC-10284,ENT-0803866,SW-SEC-140,2024-04-01,280
USE-0949772,ACC-10284,ENT-0803866,SW-SEC-140,2024-05-01,280
USE-0949773,ACC-10284,ENT-0803866,SW-SEC-140,2024-06-01,279
USE-0949774,ACC-10284,ENT-0803866,SW-SEC-140,2024-07-01,279
USE-0949775,ACC-10284,ENT-0803866,SW-SEC-140,2024-08-01,278
USE-0949776,ACC-10284,ENT-0803866,SW-SEC-140,2024-09-01,278
USE-0949777,ACC-10284,ENT-0803866,SW-SEC-140,2024-10-01,278
USE-0949778,ACC-10284,ENT-0803866,SW-SEC-140,2024-11-01,277
USE-0949779,ACC-10284,ENT-0803866,SW-SEC-140,2024-12-01,277
USE-0949780,ACC-10284,ENT-0803866,SW-SEC-140,2025-01-01,276
USE-0949781,ACC-10284,ENT-0803866,SW-SEC-140,2025-02-01,276
USE-0949782,ACC-10284,ENT-0803866,SW-SEC-140,2025-03-01,275
USE-0949783,ACC-10284,ENT-0803866,SW-SEC-140,2025-04-01,275
USE-0949784,ACC-10284,ENT-0803866,SW-SEC-140,2025-05-01,275
USE-0949785,ACC-10284,ENT-0803866,SW-SEC-140,2025-06-01,274
USE-0949786,ACC-10284,ENT-0803866,SW-SEC-140,2025-07-01,274
USE-0949787,ACC-10284,ENT-0803866,SW-SEC-140,2025-08-01,273
USE-0949788,ACC-10284,ENT-0803866,SW-SEC-140,2025-09-01,273
USE-0949789,ACC-10284,ENT-0803866,SW-SEC-140,2025-10-01,273
USE-0949790,ACC-10284,ENT-0803869,SW-SEC-130,2023-10-01,801
USE-0949791,ACC-10284,ENT-0803869,SW-SEC-130,2023-11-01,813
USE-0949792,ACC-10284,ENT-0803869,SW-SEC-130,2023-12-01,825
USE-0949793,ACC-10284,ENT-0803869,SW-SEC-130,2024-01-01,837
USE-0949794,ACC-10284,ENT-0803869,SW-SEC-130,2024-02-01,849
USE-0949795,ACC-10284,ENT-0803869,SW-SEC-130,2024-03-01,861
USE-0949796,ACC-10284,ENT-0803869,SW-SEC-130,2024-04-01,874
USE-0949797,ACC-10284,ENT-0803869,SW-SEC-130,2024-05-01,886
USE-0949798,ACC-10284,ENT-0803869,SW-SEC-130,2024-06-01,898
USE-0949799,ACC-10284,ENT-0803869,SW-SEC-130,2024-07-01,910
USE-0949800,ACC-10284,ENT-0803869,SW-SEC-130,2024-08-01,922
USE-0949801,ACC-10284,ENT-0803869,SW-SEC-130,2024-09-01,934
USE-0949802,ACC-10284,ENT-0803869,SW-SEC-130,2024-10-01,946
USE-0949803,ACC-10284,ENT-0803869,SW-SEC-130,2024-11-01,958
USE-0949804,ACC-10284,ENT-0803869,SW-SEC-130,2024-12-01,970
USE-0949805,ACC-10284,ENT-0803869,SW-SEC-130,2025-01-01,983
USE-0949806,ACC-10284,ENT-0803869,SW-SEC-130,2025-02-01,995
USE-0949807,ACC-10284,ENT-0803869,SW-SEC-130,2025-03-01,1007
USE-0949808,ACC-10284,ENT-0803869,SW-SEC-130,2025-04-01,1019
USE-0949809,ACC-10284,ENT-0803869,SW-SEC-130,2025-05-01,1031
USE-0949810,ACC-10284,ENT-0803869,SW-SEC-130,2025-06-01,1043
USE-0949811,ACC-10284,ENT-0803869,SW-SEC-130,2025-07-01,1055
USE-0949812,ACC-10284,ENT-0803869,SW-SEC-130,2025-08-01,1067
USE-0949813,ACC-10284,ENT-0803869,SW-SEC-130,2025-09-01,1079
USE-0949814,ACC-10284,ENT-0803869,SW-SEC-130,2025-10-01,1091
USE-0949815,ACC-10284,ENT-0803871,SW-SDC-130,2023-10-01,462
USE-0949816,ACC-10284,ENT-0803871,SW-SDC-130,2023-11-01,461
USE-0949817,ACC-10284,ENT-0803871,SW-SDC-130,2023-12-01,461
USE-0949818,ACC-10284,ENT-0803871,SW-SDC-130,2024-01-01,460
USE-0949819,ACC-10284,ENT-0803871,SW-SDC-130,2024-02-01,460
USE-0949820,ACC-10284,ENT-0803871,SW-SDC-130,2024-03-01,459
USE-0949821,ACC-10284,ENT-0803871,SW-SDC-130,2024-04-01,459
USE-0949822,ACC-10284,ENT-0803871,SW-SDC-130,2024-05-01,458
USE-0949823,ACC-10284,ENT-0803871,SW-SDC-130,2024-06-01,457
USE-0949824,ACC-10284,ENT-0803871,SW-SDC-130,2024-07-01,457
USE-0949825,ACC-10284,ENT-0803871,SW-SDC-130,2024-08-01,456
USE-0949826,ACC-10284,ENT-0803871,SW-SDC-130,2024-09-01,456
USE-0949827,ACC-10284,ENT-0803871,SW-SDC-130,2024-10-01,455
USE-0949828,ACC-10284,ENT-0803871,SW-SDC-130,2024-11-01,455
USE-0949829,ACC-10284,ENT-0803871,SW-SDC-130,2024-12-01,454
USE-0949830,ACC-10284,ENT-0803871,SW-SDC-130,2025-01-01,454
USE-0949831,ACC-10284,ENT-0803871,SW-SDC-130,2025-02-01,453
USE-0949832,ACC-10284,ENT-0803871,SW-SDC-130,2025-03-01,453
USE-0949833,ACC-10284,ENT-0803871,SW-SDC-130,2025-04-01,452
USE-0949834,ACC-10284,ENT-0803871,SW-SDC-130,2025-05-01,451
USE-0949835,ACC-10284,ENT-0803871,SW-SDC-130,2025-06-01,451
USE-0949836,ACC-10284,ENT-0803871,SW-SDC-130,2025-07-01,450
USE-0949837,ACC-10284,ENT-0803871,SW-SDC-130,2025-08-01,450
USE-0949838,ACC-10284,ENT-0803871,SW-SDC-130,2025-09-01,449
USE-0949839,ACC-10284,ENT-0803871,SW-SDC-130,2025-10-01,449
USE-0949840,ACC-10284,ENT-0803874,SW-OBS-140,2023-07-01,75
USE-0949841,ACC-10284,ENT-0803874,SW-OBS-140,2023-08-01,74
USE-0949842,ACC-10284,ENT-0803874,SW-OBS-140,2023-09-01,73
USE-0949843,ACC-10284,ENT-0803874,SW-OBS-140,2023-10-01,72
USE-0949844,ACC-10284,ENT-0803874,SW-OBS-140,2023-11-01,71
USE-0949845,ACC-10284,ENT-0803874,SW-OBS-140,2023-12-01,70
USE-0949846,ACC-10284,ENT-0803874,SW-OBS-140,2024-01-01,69
USE-0949847,ACC-10284,ENT-0803874,SW-OBS-140,2024-02-01,68
USE-0949848,ACC-10284,ENT-0803874,SW-OBS-140,2024-03-01,67
USE-0949849,ACC-10284,ENT-0803874,SW-OBS-140,2024-04-01,66
USE-0949850,ACC-10284,ENT-0803874,SW-OBS-140,2024-05-01,65
USE-0949851,ACC-10284,ENT-0803874,SW-OBS-140,2024-06-01,64
USE-0949852,ACC-10284,ENT-0803874,SW-OBS-140,2024-07-01,63
USE-0949853,ACC-10284,ENT-0803874,SW-OBS-140,2024-08-01,62
USE-0949854,ACC-10284,ENT-0803874,SW-OBS-140,2024-09-01,61
USE-0949855,ACC-10284,ENT-0803874,SW-OBS-140,2024-10-01,60
USE-0949856,ACC-10284,ENT-0803874,SW-OBS-140,2024-11-01,59
USE-0949857,ACC-10284,ENT-0803874,SW-OBS-140,2024-12-01,58
USE-0949858,ACC-10284,ENT-0803874,SW-OBS-140,2025-01-01,57
USE-0949859,ACC-10284,ENT-0803874,SW-OBS-140,2025-02-01,56
USE-0949860,ACC-10284,ENT-0803874,SW-OBS-140,2025-03-01,55
USE-0949861,ACC-10284,ENT-0803874,SW-OBS-140,2025-04-01,54
USE-0949862,ACC-10284,ENT-0803874,SW-OBS-140,2025-05-01,53
USE-0949863,ACC-10284,ENT-0803874,SW-OBS-140,2025-06-01,52
USE-0949864,ACC-10284,ENT-0803874,SW-OBS-140,2025-07-01,51
USE-0949865,ACC-10284,ENT-0803874,SW-OBS-140,2025-08-01,50
USE-0949866,ACC-10284,ENT-0803874,SW-OBS-140,2025-09-01,49
USE-0949867,ACC-10284,ENT-0803874,SW-OBS-140,2025-10-01,48
USE-0949868,ACC-10284,ENT-0803874,SW-OBS-140,2025-11-01,47
USE-0949869,ACC-10284,ENT-0803874,SW-OBS-140,2025-12-01,46
USE-0949870,ACC-10284,ENT-0803874,SW-OBS-140,2026-01-01,45
USE-0949871,ACC-10284,ENT-0803874,SW-OBS-140,2026-02-01,44
USE-0949872,ACC-10284,ENT-0803874,SW-OBS-140,2026-03-01,43
USE-0949873,ACC-10284,ENT-0803874,SW-OBS-140,2026-04-01,42
USE-0949874,ACC-10284,ENT-0803874,SW-OBS-140,2026-05-01,41
USE-0949875,ACC-10284,ENT-0803877,SW-SDC-110,2023-07-01,64
USE-0949876,ACC-10284,ENT-0803877,SW-SDC-110,2023-08-01,63
USE-0949877,ACC-10284,ENT-0803877,SW-SDC-110,2023-09-01,62
USE-0949878,ACC-10284,ENT-0803877,SW-SDC-110,2023-10-01,62
USE-0949879,ACC-10284,ENT-0803877,SW-SDC-110,2023-11-01,61
USE-0949880,ACC-10284,ENT-0803877,SW-SDC-110,2023-12-01,60
USE-0949881,ACC-10284,ENT-0803877,SW-SDC-110,2024-01-01,59
USE-0949882,ACC-10284,ENT-0803877,SW-SDC-110,2024-02-01,59
USE-0949883,ACC-10284,ENT-0803877,SW-SDC-110,2024-03-01,58
USE-0949884,ACC-10284,ENT-0803877,SW-SDC-110,2024-04-01,57
USE-0949885,ACC-10284,ENT-0803877,SW-SDC-110,2024-05-01,57
USE-0949886,ACC-10284,ENT-0803877,SW-SDC-110,2024-06-01,56
USE-0949887,ACC-10284,ENT-0803877,SW-SDC-110,2024-07-01,55
USE-0949888,ACC-10284,ENT-0803877,SW-SDC-110,2024-08-01,55
USE-0949889,ACC-10284,ENT-0803877,SW-SDC-110,2024-09-01,54
USE-0949890,ACC-10284,ENT-0803877,SW-SDC-110,2024-10-01,53
USE-0949891,ACC-10284,ENT-0803877,SW-SDC-110,2024-11-01,53
USE-0949892,ACC-10284,ENT-0803877,SW-SDC-110,2024-12-01,52
USE-0949893,ACC-10284,ENT-0803877,SW-SDC-110,2025-01-01,51
USE-0949894,ACC-10284,ENT-0803877,SW-SDC-110,2025-02-01,51
